,PhoneService,InternetService,OnlineSecurity,Contract,PaperlessBilling,PaymentMethod
6712,Yes,Fiber optic,No,Month-to-month,No,Electronic check
6713,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6714,Yes,Fiber optic,No,Month-to-month,No,Electronic check
6715,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6716,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
6717,Yes,Fiber optic,No,Month-to-month,No,Electronic check
6718,Yes,Fiber optic,No,Month-to-month,No,Mailed check
6719,Yes,No,No internet service,Two year,No,Credit card (automatic)
6720,Yes,DSL,No,Two year,Yes,Electronic check
6721,Yes,DSL,No,Two year,No,Bank transfer (automatic)
6722,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic)
6723,Yes,No,No internet service,Two year,No,Bank transfer (automatic)
6724,Yes,DSL,Yes,Two year,Yes,Credit card (automatic)
6725,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic)
6726,Yes,Fiber optic,No,Month-to-month,No,Electronic check
6727,No,DSL,No,Month-to-month,No,Electronic check
6728,Yes,Fiber optic,Yes,Two year,No,Electronic check
6729,Yes,DSL,No,Two year,Yes,Bank transfer (automatic)
6730,Yes,No,No internet service,One year,No,Mailed check
6731,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic)
6732,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6733,Yes,DSL,Yes,Month-to-month,No,Mailed check
6734,Yes,DSL,No,Month-to-month,No,Bank transfer (automatic)
6735,Yes,DSL,Yes,Two year,No,Credit card (automatic)
6736,Yes,No,No internet service,Two year,Yes,Mailed check
6737,Yes,Fiber optic,No,Two year,Yes,Bank transfer (automatic)
6738,Yes,No,No internet service,Month-to-month,No,Mailed check
6739,Yes,DSL,No,Month-to-month,Yes,Electronic check
6740,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic)
6741,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6742,Yes,DSL,Yes,Two year,No,Electronic check
6743,Yes,No,No internet service,Month-to-month,Yes,Electronic check
6744,Yes,Fiber optic,Yes,One year,No,Bank transfer (automatic)
6745,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6746,Yes,DSL,No,Month-to-month,No,Mailed check
6747,No,DSL,Yes,One year,No,Mailed check
6748,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6749,Yes,DSL,Yes,One year,No,Bank transfer (automatic)
6750,No,DSL,Yes,One year,Yes,Credit card (automatic)
6751,Yes,No,No internet service,Two year,No,Mailed check
6752,No,DSL,Yes,Two year,No,Mailed check
6753,Yes,DSL,Yes,One year,No,Bank transfer (automatic)
6754,Yes,DSL,Yes,Two year,Yes,Bank transfer (automatic)
6755,Yes,Fiber optic,No,Month-to-month,No,Electronic check
6756,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
6757,No,DSL,Yes,One year,No,Electronic check
6758,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic)
6759,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic)
6760,Yes,DSL,Yes,Month-to-month,Yes,Electronic check
6761,Yes,No,No internet service,Month-to-month,Yes,Mailed check
6762,Yes,DSL,No,Month-to-month,No,Mailed check
6763,Yes,DSL,No,One year,Yes,Bank transfer (automatic)
6764,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6765,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic)
6766,Yes,No,No internet service,One year,No,Mailed check
6767,Yes,DSL,Yes,Month-to-month,No,Electronic check
6768,Yes,Fiber optic,Yes,Two year,No,Credit card (automatic)
6769,Yes,No,No internet service,Two year,No,Credit card (automatic)
6770,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check
6771,Yes,No,No internet service,Month-to-month,Yes,Electronic check
6772,Yes,DSL,No,One year,Yes,Mailed check
6773,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6774,Yes,No,No internet service,Month-to-month,No,Mailed check
6775,Yes,DSL,No,Two year,Yes,Bank transfer (automatic)
6776,Yes,DSL,Yes,Two year,Yes,Credit card (automatic)
6777,No,DSL,No,Month-to-month,Yes,Electronic check
6778,Yes,No,No internet service,Two year,Yes,Mailed check
6779,No,DSL,Yes,Month-to-month,Yes,Mailed check
6780,Yes,DSL,No,Month-to-month,No,Bank transfer (automatic)
6781,Yes,Fiber optic,No,Month-to-month,No,Electronic check
6782,Yes,DSL,No,Month-to-month,No,Electronic check
6783,No,DSL,Yes,Two year,No,Mailed check
6784,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic)
6785,Yes,Fiber optic,Yes,Two year,Yes,Credit card (automatic)
6786,Yes,DSL,Yes,Month-to-month,No,Credit card (automatic)
6787,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6788,Yes,No,No internet service,Month-to-month,No,Mailed check
6789,Yes,No,No internet service,Month-to-month,Yes,Mailed check
6790,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic)
6791,No,DSL,No,Month-to-month,Yes,Electronic check
6792,Yes,No,No internet service,One year,No,Electronic check
6793,Yes,Fiber optic,Yes,Two year,Yes,Credit card (automatic)
6794,Yes,No,No internet service,Two year,No,Mailed check
6795,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check
6796,Yes,DSL,Yes,Month-to-month,No,Mailed check
6797,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check
6798,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check
6799,Yes,Fiber optic,Yes,Two year,Yes,Mailed check
6800,Yes,Fiber optic,Yes,One year,No,Mailed check
6801,Yes,Fiber optic,No,One year,Yes,Bank transfer (automatic)
6802,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic)
6803,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic)
6804,Yes,Fiber optic,Yes,Month-to-month,Yes,Mailed check
6805,Yes,Fiber optic,No,One year,Yes,Bank transfer (automatic)
6806,Yes,No,No internet service,Two year,No,Mailed check
6807,Yes,No,No internet service,Two year,Yes,Credit card (automatic)
6808,Yes,Fiber optic,Yes,Two year,Yes,Electronic check
6809,Yes,Fiber optic,No,Month-to-month,No,Electronic check
6810,No,DSL,No,Month-to-month,Yes,Electronic check
6811,No,DSL,No,Month-to-month,Yes,Electronic check
6812,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic)
6813,No,DSL,Yes,Two year,No,Electronic check
6814,Yes,Fiber optic,No,Month-to-month,No,Credit card (automatic)
6815,Yes,DSL,Yes,Two year,No,Bank transfer (automatic)
6816,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6817,Yes,No,No internet service,Two year,No,Credit card (automatic)
6818,Yes,DSL,Yes,Two year,No,Mailed check
6819,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check
6820,Yes,Fiber optic,No,Month-to-month,No,Electronic check
6821,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
6822,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
6823,Yes,DSL,Yes,Month-to-month,Yes,Bank transfer (automatic)
6824,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
6825,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6826,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic)
6827,Yes,DSL,Yes,Month-to-month,Yes,Credit card (automatic)
6828,Yes,No,No internet service,Two year,No,Mailed check
6829,Yes,No,No internet service,Two year,No,Credit card (automatic)
6830,Yes,No,No internet service,Two year,Yes,Mailed check
6831,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6832,Yes,No,No internet service,Two year,No,Mailed check
6833,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
6834,No,DSL,No,Two year,Yes,Mailed check
6835,Yes,Fiber optic,No,One year,Yes,Bank transfer (automatic)
6836,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6837,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6838,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check
6839,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6840,Yes,No,No internet service,Month-to-month,Yes,Mailed check
6841,Yes,DSL,Yes,Month-to-month,Yes,Mailed check
6842,Yes,No,No internet service,One year,Yes,Mailed check
6843,Yes,Fiber optic,Yes,Month-to-month,No,Bank transfer (automatic)
6844,Yes,Fiber optic,No,Month-to-month,No,Mailed check
6845,Yes,DSL,No,Month-to-month,Yes,Mailed check
6846,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check
6847,Yes,DSL,No,Month-to-month,No,Mailed check
6848,Yes,DSL,No,Month-to-month,No,Credit card (automatic)
6849,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
6850,Yes,DSL,Yes,Two year,No,Bank transfer (automatic)
6851,Yes,Fiber optic,No,Two year,Yes,Bank transfer (automatic)
6852,Yes,DSL,No,Month-to-month,Yes,Mailed check
6853,Yes,Fiber optic,No,Month-to-month,No,Electronic check
6854,Yes,No,No internet service,Month-to-month,No,Mailed check
6855,Yes,DSL,Yes,One year,Yes,Mailed check
6856,Yes,No,No internet service,Two year,No,Credit card (automatic)
6857,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6858,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6859,Yes,Fiber optic,Yes,Two year,No,Mailed check
6860,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
6861,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6862,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6863,Yes,DSL,Yes,One year,Yes,Bank transfer (automatic)
6864,No,DSL,No,Month-to-month,No,Electronic check
6865,Yes,DSL,Yes,Two year,No,Mailed check
6866,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6867,Yes,No,No internet service,Two year,No,Bank transfer (automatic)
6868,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6869,Yes,DSL,No,One year,Yes,Credit card (automatic)
6870,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
6871,Yes,Fiber optic,No,Month-to-month,No,Bank transfer (automatic)
6872,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic)
6873,Yes,DSL,Yes,Two year,Yes,Bank transfer (automatic)
6874,Yes,DSL,No,Month-to-month,Yes,Mailed check
6875,Yes,No,No internet service,Two year,No,Credit card (automatic)
6876,Yes,Fiber optic,Yes,One year,Yes,Electronic check
6877,Yes,Fiber optic,No,Month-to-month,No,Bank transfer (automatic)
6878,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6879,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6880,Yes,No,No internet service,Two year,No,Bank transfer (automatic)
6881,No,DSL,Yes,Month-to-month,Yes,Electronic check
6882,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic)
6883,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic)
6884,No,DSL,No,Month-to-month,Yes,Electronic check
6885,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
6886,Yes,Fiber optic,No,Month-to-month,No,Electronic check
6887,Yes,No,No internet service,Two year,No,Bank transfer (automatic)
6888,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6889,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check
6890,Yes,DSL,No,One year,Yes,Electronic check
6891,No,DSL,Yes,Month-to-month,Yes,Electronic check
6892,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic)
6893,Yes,DSL,Yes,Month-to-month,No,Credit card (automatic)
6894,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6895,No,DSL,No,Two year,No,Credit card (automatic)
6896,Yes,DSL,No,Month-to-month,No,Mailed check
6897,Yes,DSL,No,Month-to-month,Yes,Bank transfer (automatic)
6898,Yes,Fiber optic,No,One year,Yes,Mailed check
6899,Yes,DSL,No,Month-to-month,Yes,Bank transfer (automatic)
6900,Yes,Fiber optic,No,One year,Yes,Bank transfer (automatic)
6901,Yes,DSL,No,One year,Yes,Credit card (automatic)
6902,Yes,DSL,Yes,One year,Yes,Credit card (automatic)
6903,Yes,DSL,No,One year,Yes,Electronic check
6904,No,DSL,No,Month-to-month,Yes,Electronic check
6905,No,DSL,No,Month-to-month,Yes,Electronic check
6906,Yes,No,No internet service,Two year,Yes,Mailed check
6907,Yes,Fiber optic,No,Month-to-month,No,Bank transfer (automatic)
6908,Yes,DSL,No,Month-to-month,No,Electronic check
6909,Yes,DSL,Yes,Month-to-month,Yes,Mailed check
6910,Yes,Fiber optic,Yes,Two year,Yes,Electronic check
6911,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic)
6912,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6913,Yes,Fiber optic,No,One year,Yes,Bank transfer (automatic)
6914,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6915,Yes,Fiber optic,No,Two year,Yes,Electronic check
6916,Yes,No,No internet service,Two year,No,Bank transfer (automatic)
6917,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic)
6918,Yes,Fiber optic,Yes,One year,Yes,Electronic check
6919,Yes,Fiber optic,No,Month-to-month,No,Credit card (automatic)
6920,Yes,No,No internet service,Two year,No,Credit card (automatic)
6921,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
6922,Yes,Fiber optic,No,Month-to-month,No,Credit card (automatic)
6923,Yes,DSL,Yes,One year,No,Bank transfer (automatic)
6924,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6925,Yes,No,No internet service,One year,No,Mailed check
6926,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6927,Yes,DSL,Yes,Month-to-month,No,Credit card (automatic)
6928,Yes,DSL,No,One year,Yes,Credit card (automatic)
6929,Yes,No,No internet service,Month-to-month,No,Credit card (automatic)
6930,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
6931,Yes,Fiber optic,Yes,One year,No,Bank transfer (automatic)
6932,Yes,DSL,No,Month-to-month,Yes,Bank transfer (automatic)
6933,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6934,Yes,Fiber optic,No,Two year,Yes,Credit card (automatic)
6935,Yes,Fiber optic,No,Two year,Yes,Credit card (automatic)
6936,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6937,No,DSL,No,Month-to-month,Yes,Mailed check
6938,Yes,DSL,No,Two year,Yes,Bank transfer (automatic)
6939,Yes,Fiber optic,Yes,One year,Yes,Electronic check
6940,No,DSL,Yes,Two year,No,Credit card (automatic)
6941,No,DSL,Yes,One year,Yes,Bank transfer (automatic)
6942,Yes,No,No internet service,Two year,Yes,Credit card (automatic)
6943,No,DSL,Yes,Month-to-month,No,Bank transfer (automatic)
6944,Yes,No,No internet service,Month-to-month,Yes,Mailed check
6945,Yes,Fiber optic,No,Two year,No,Bank transfer (automatic)
6946,No,DSL,No,Month-to-month,No,Credit card (automatic)
6947,Yes,Fiber optic,No,One year,Yes,Credit card (automatic)
6948,Yes,Fiber optic,Yes,One year,Yes,Electronic check
6949,No,DSL,No,One year,Yes,Mailed check
6950,Yes,DSL,Yes,Month-to-month,Yes,Mailed check
6951,Yes,No,No internet service,Two year,Yes,Credit card (automatic)
6952,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
6953,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6954,Yes,No,No internet service,Month-to-month,Yes,Mailed check
6955,Yes,DSL,No,Month-to-month,Yes,Electronic check
6956,Yes,DSL,Yes,Two year,Yes,Bank transfer (automatic)
6957,Yes,Fiber optic,No,Month-to-month,No,Electronic check
6958,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic)
6959,Yes,Fiber optic,No,One year,Yes,Mailed check
6960,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6961,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
6962,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check
6963,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
6964,No,DSL,No,One year,Yes,Credit card (automatic)
6965,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic)
6966,No,DSL,Yes,One year,Yes,Bank transfer (automatic)
6967,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6968,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
6969,Yes,No,No internet service,Month-to-month,No,Mailed check
6970,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6971,Yes,Fiber optic,No,Month-to-month,No,Bank transfer (automatic)
6972,Yes,Fiber optic,No,One year,Yes,Electronic check
6973,Yes,Fiber optic,No,One year,Yes,Electronic check
6974,Yes,Fiber optic,No,One year,Yes,Electronic check
6975,Yes,DSL,Yes,Two year,No,Electronic check
6976,Yes,DSL,Yes,Two year,Yes,Credit card (automatic)
6977,Yes,DSL,No,Month-to-month,Yes,Mailed check
6978,Yes,DSL,Yes,Two year,No,Electronic check
6979,No,DSL,No,Month-to-month,No,Mailed check
6980,No,DSL,No,Month-to-month,Yes,Mailed check
6981,Yes,DSL,No,Month-to-month,Yes,Electronic check
6982,Yes,DSL,Yes,Two year,Yes,Electronic check
6983,Yes,Fiber optic,No,Month-to-month,No,Bank transfer (automatic)
6984,No,DSL,No,Month-to-month,No,Credit card (automatic)
6985,No,DSL,Yes,One year,Yes,Electronic check
6986,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
6987,Yes,Fiber optic,Yes,One year,Yes,Electronic check
6988,Yes,DSL,No,Month-to-month,Yes,Credit card (automatic)
6989,Yes,DSL,Yes,One year,No,Bank transfer (automatic)
6990,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check
6991,Yes,Fiber optic,No,Month-to-month,No,Bank transfer (automatic)
6992,Yes,Fiber optic,No,One year,No,Bank transfer (automatic)
6993,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6994,Yes,No,No internet service,One year,Yes,Bank transfer (automatic)
6995,Yes,DSL,Yes,Two year,No,Mailed check
6996,Yes,DSL,No,One year,Yes,Bank transfer (automatic)
6997,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6998,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
6999,No,DSL,Yes,Month-to-month,Yes,Mailed check
7000,Yes,No,No internet service,One year,No,Electronic check
7001,Yes,DSL,No,Month-to-month,Yes,Mailed check
7002,Yes,Fiber optic,No,Two year,Yes,Bank transfer (automatic)
7003,No,DSL,No,Month-to-month,No,Electronic check
7004,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
7005,Yes,No,No internet service,One year,No,Credit card (automatic)
7006,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
7007,No,DSL,Yes,Two year,Yes,Bank transfer (automatic)
7008,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
7009,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
7010,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
7011,Yes,DSL,Yes,Month-to-month,Yes,Mailed check
7012,Yes,DSL,Yes,Two year,Yes,Electronic check
7013,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
7014,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
7015,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
7016,Yes,DSL,No,Month-to-month,No,Electronic check
7017,Yes,No,No internet service,Two year,No,Bank transfer (automatic)
7018,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check
7019,Yes,No,No internet service,Two year,No,Mailed check
7020,Yes,No,No internet service,Month-to-month,Yes,Electronic check
7021,Yes,DSL,No,One year,Yes,Electronic check
7022,Yes,Fiber optic,No,One year,Yes,Electronic check
7023,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
7024,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic)
7025,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
7026,Yes,DSL,No,Month-to-month,Yes,Bank transfer (automatic)
7027,Yes,DSL,No,Month-to-month,No,Mailed check
7028,Yes,DSL,No,Two year,No,Bank transfer (automatic)
7029,No,DSL,No,Month-to-month,Yes,Electronic check
7030,Yes,No,No internet service,Month-to-month,Yes,Mailed check
7031,Yes,DSL,Yes,One year,No,Credit card (automatic)
7032,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check
7033,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic)
7034,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic)
7035,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic)
7036,No,DSL,No,One year,No,Electronic check
7037,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic)
7038,Yes,DSL,Yes,One year,Yes,Mailed check
7039,Yes,Fiber optic,No,One year,Yes,Credit card (automatic)
